code,name,chapter_key,chapter,sex_restriction
Y158,"ENVENENAMIENTO POR, Y EXPOSICIÓN AL ALCOHOL, DE INTENCIÓN NO DETERMINADA, OTRO LUGAR ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y159,"ENVENENAMIENTO POR, Y EXPOSICIÓN AL ALCOHOL, DE INTENCIÓN NO DETERMINADA, LUGAR NO ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y160,"ENVENENAMIENTO POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCIÓN NO DETERMINADA, VIVIENDA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y161,"ENVENENAMIENTO POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCIÓN NO DETERMINADA, INSTITUCIÓN RESIDENCIAL",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y162,"ENVENENAMIENTO POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCIÓN NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y163,"ENVENENAMIENTO POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCIÓN NO DETERMINADA, ÁREAS DE DEPORTE Y ATLETISMO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y164,"ENVENENAMIENTO POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCIÓN NO DETERMINADA, CALLES Y CARRETERAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y165,"ENVENENAMIENTO POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCIÓN NO DETERMINADA, COMERCIO Y ÁREA DE SERVICIOS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y166,"ENVENENAMIENTO POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCIÓN NO DETERMINADA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y167,"ENVENENAMIENTO POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCIÓN NO DETERMINADA, GRANJA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y168,"ENVENENAMIENTO POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCIÓN NO DETERMINADA, OTRO LUGAR ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y169,"ENVENENAMIENTO POR, Y EXPOSICIÓN A DISOLVENTES ORGÁNICOS E HIDROCARBUROS HALOGENADOS Y SUS VAPORES, DE INTENCIÓN NO DETERMINADA, LUGAR NO ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y170,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS GASES Y VAPORES, DE INTENCIÓN NO DETERMINADA, VIVIENDA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y171,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS GASES Y VAPORES, DE INTENCIÓN NO DETERMINADA, INSTITUCIÓN RESIDENCIAL",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y172,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS GASES Y VAPORES, DE INTENCIÓN NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y173,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS GASES Y VAPORES, DE INTENCIÓN NO DETERMINADA, ÁREAS DE DEPORTE Y ATLETISMO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y174,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS GASES Y VAPORES, DE INTENCIÓN NO DETERMINADA, CALLES Y CARRETERAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y175,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS GASES Y VAPORES, DE INTENCIÓN NO DETERMINADA, COMERCIO Y ÁREA DE SERVICIOS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y176,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS GASES Y VAPORES, DE INTENCIÓN NO DETERMINADA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y177,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS GASES Y VAPORES, DE INTENCIÓN NO DETERMINADA, GRANJA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y178,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS GASES Y VAPORES, DE INTENCIÓN NO DETERMINADA, OTRO LUGAR ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y179,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS GASES Y VAPORES, DE INTENCIÓN NO DETERMINADA, LUGAR NO ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y180,"ENVENENAMIENTO POR, Y EXPOSICIÓN A PLAGUICIDAS, DE INTENCIÓN NO DETERMINADA, VIVIENDA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y181,"ENVENENAMIENTO POR, Y EXPOSICIÓN A PLAGUICIDAS, DE INTENCIÓN NO DETERMINADA, INSTITUCIÓN RESIDENCIAL",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y182,"ENVENENAMIENTO POR, Y EXPOSICIÓN A PLAGUICIDAS, DE INTENCIÓN NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y183,"ENVENENAMIENTO POR, Y EXPOSICIÓN A PLAGUICIDAS, DE INTENCIÓN NO DETERMINADA, ÁREAS DE DEPORTE Y ATLETISMO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y184,"ENVENENAMIENTO POR, Y EXPOSICIÓN A PLAGUICIDAS, DE INTENCIÓN NO DETERMINADA, CALLES Y CARRETERAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y185,"ENVENENAMIENTO POR, Y EXPOSICIÓN A PLAGUICIDAS, DE INTENCIÓN NO DETERMINADA, COMERCIO Y ÁREA DE SERVICIOS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y186,"ENVENENAMIENTO POR, Y EXPOSICIÓN A PLAGUICIDAS, DE INTENCIÓN NO DETERMINADA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y187,"ENVENENAMIENTO POR, Y EXPOSICIÓN A PLAGUICIDAS, DE INTENCIÓN NO DETERMINADA, GRANJA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y188,"ENVENENAMIENTO POR, Y EXPOSICIÓN A PLAGUICIDAS, DE INTENCIÓN NO DETERMINADA, OTRO LUGAR ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y189,"ENVENENAMIENTO POR, Y EXPOSICIÓN A PLAGUICIDAS, DE INTENCIÓN NO DETERMINADA, LUGAR NO ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y190,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCIÓN NO DETERMINADA, VIVIENDA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y191,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCIÓN NO DETERMINADA, INSTITUCIÓN RESIDENCIAL",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y192,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCIÓN NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y193,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCIÓN NO DETERMINADA, ÁREAS DE DEPORTE Y ATLETISMO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y194,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCIÓN NO DETERMINADA, CALLES Y CARRETERAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y195,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCIÓN NO DETERMINADA, COMERCIO Y ÁREA DE SERVICIOS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y196,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCIÓN NO DETERMINADA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y197,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCIÓN NO DETERMINADA, GRANJA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y198,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCIÓN NO DETERMINADA, OTRO LUGAR ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y199,"ENVENENAMIENTO POR, Y EXPOSICIÓN A OTROS PRODUCTOS QUÍMICOS Y SUSTANCIAS NOCIVAS, Y LOS NO ESPECIFICADOS, DE INTENCIÓN NO DETERMINADA, LUGAR NO ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y200,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, DE INTENCIÓN NO DETERMINADA, VIVIENDA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y201,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, DE INTENCIÓN NO DETERMINADA, INSTITUCIÓN RESIDENCIAL",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y202,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, DE INTENCIÓN NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y203,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, DE INTENCIÓN NO DETERMINADA, ÁREAS DE DEPORTE Y ATLETISMO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y204,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, DE INTENCIÓN NO DETERMINADA, CALLES Y CARRETERAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y205,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, DE INTENCIÓN NO DETERMINADA, COMERCIO Y ÁREA DE SERVICIOS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y206,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, DE INTENCIÓN NO DETERMINADA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y207,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, DE INTENCIÓN NO DETERMINADA, GRANJA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y208,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, DE INTENCIÓN NO DETERMINADA, OTRO LUGAR ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y209,"AHORCAMIENTO, ESTRANGULAMIENTO Y SOFOCACIÓN, DE INTENCIÓN NO DETERMINADA, LUGAR NO ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y210,"AHOGAMIENTO Y SUMERSIÓN, DE INTENCIÓN NO DETERMINADA, VIVIENDA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y211,"AHOGAMIENTO Y SUMERSIÓN, DE INTENCIÓN NO DETERMINADA, INSTITUCIÓN RESIDENCIAL",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y212,"AHOGAMIENTO Y SUMERSIÓN, DE INTENCIÓN NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y213,"AHOGAMIENTO Y SUMERSIÓN, DE INTENCIÓN NO DETERMINADA, ÁREAS DE DEPORTE Y ATLETISMO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y214,"AHOGAMIENTO Y SUMERSIÓN, DE INTENCIÓN NO DETERMINADA, CALLES Y CARRETERAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y215,"AHOGAMIENTO Y SUMERSIÓN, DE INTENCIÓN NO DETERMINADA, COMERCIO Y ÁREA DE SERVICIOS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y216,"AHOGAMIENTO Y SUMERSIÓN, DE INTENCIÓN NO DETERMINADA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y217,"AHOGAMIENTO Y SUMERSIÓN, DE INTENCIÓN NO DETERMINADA, GRANJA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y218,"AHOGAMIENTO Y SUMERSIÓN, DE INTENCIÓN NO DETERMINADA, OTRO LUGAR ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y219,"AHOGAMIENTO Y SUMERSIÓN, DE INTENCIÓN NO DETERMINADA, LUGAR NO ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y220,"DISPARO DE ARMA CORTA, DE INTENCIÓN NO DETERMINADA, VIVIENDA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y221,"DISPARO DE ARMA CORTA, DE INTENCIÓN NO DETERMINADA, INSTITUCIÓN RESIDENCIAL",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y222,"DISPARO DE ARMA CORTA, DE INTENCIÓN NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y223,"DISPARO DE ARMA CORTA, DE INTENCIÓN NO DETERMINADA, ÁREAS DE DEPORTE Y ATLETISMO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y224,"DISPARO DE ARMA CORTA, DE INTENCIÓN NO DETERMINADA, CALLES Y CARRETERAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y225,"DISPARO DE ARMA CORTA, DE INTENCIÓN NO DETERMINADA, COMERCIO Y ÁREA DE SERVICIOS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y226,"DISPARO DE ARMA CORTA, DE INTENCIÓN NO DETERMINADA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y227,"DISPARO DE ARMA CORTA, DE INTENCIÓN NO DETERMINADA, GRANJA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y228,"DISPARO DE ARMA CORTA, DE INTENCIÓN NO DETERMINADA, OTRO LUGAR ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y229,"DISPARO DE ARMA CORTA, DE INTENCIÓN NO DETERMINADA, LUGAR NO ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y230,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCIÓN NO DETERMINADA, VIVIENDA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y231,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCIÓN NO DETERMINADA, INSTITUCIÓN RESIDENCIAL",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y232,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCIÓN NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y233,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCIÓN NO DETERMINADA, ÁREAS DE DEPORTE Y ATLETISMO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y234,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCIÓN NO DETERMINADA, CALLES Y CARRETERAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y235,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCIÓN NO DETERMINADA, COMERCIO Y ÁREA DE SERVICIOS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y236,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCIÓN NO DETERMINADA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y237,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCIÓN NO DETERMINADA, GRANJA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y238,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCIÓN NO DETERMINADA, OTRO LUGAR ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y239,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCIÓN NO DETERMINADA, LUGAR NO ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y240,"DISPARO DE OTRAS ARMAS DE FUEGO Y LAS NO ESPECIFICADAS, DE INTENCIÓN NO DETERMINADA, VIVIENDA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y241,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCIÓN NO DETERMINADA, INSTITUCIÓN RESIDENCIAL",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y242,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCIÓN NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y243,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCIÓN NO DETERMINADA, ÁREAS DE DEPORTE Y ATLETISMO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y244,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCIÓN NO DETERMINADA, CALLES Y CARRETERAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y245,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCIÓN NO DETERMINADA, COMERCIO Y ÁREA DE SERVICIOS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y246,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCIÓN NO DETERMINADA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y247,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCIÓN NO DETERMINADA, GRANJA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y248,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCIÓN NO DETERMINADA, OTRO LUGAR ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y249,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCIÓN NO DETERMINADA, LUGAR NO ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y250,"CONTACTO TRAUMÁTICO CON MATERIAL EXPLOSIVO, DE INTENCIÓN NO DETERMINADA, VIVIENDA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y251,"CONTACTO TRAUMÁTICO CON MATERIAL EXPLOSIVO, DE INTENCIÓN NO DETERMINADA, INSTITUCIÓN RESIDENCIAL",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y252,"CONTACTO TRAUMÁTICO CON MATERIAL EXPLOSIVO, DE INTENCIÓN NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y253,"CONTACTO TRAUMÁTICO CON MATERIAL EXPLOSIVO, DE INTENCIÓN NO DETERMINADA, ÁREAS DE DEPORTE Y ATLETISMO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y254,"CONTACTO TRAUMÁTICO CON MATERIAL EXPLOSIVO, DE INTENCIÓN NO DETERMINADA, CALLES Y CARRETERAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y255,"CONTACTO TRAUMÁTICO CON MATERIAL EXPLOSIVO, DE INTENCIÓN NO DETERMINADA, COMERCIO Y ÁREA DE SERVICIOS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y256,"CONTACTO TRAUMÁTICO CON MATERIAL EXPLOSIVO, DE INTENCIÓN NO DETERMINADA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y257,"CONTACTO TRAUMÁTICO CON MATERIAL EXPLOSIVO, DE INTENCIÓN NO DETERMINADA, GRANJA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y258,"CONTACTO TRAUMÁTICO CON MATERIAL EXPLOSIVO, DE INTENCIÓN NO DETERMINADA, OTRO LUGAR ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y259,"CONTACTO TRAUMÁTICO CON MATERIAL EXPLOSIVO, DE INTENCIÓN NO DETERMINADA, LUGAR NO ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y260,"EXPOSICIÓN AL HUMO, FUEGO Y LLAMAS, DE INTENCIÓN NO DETERMINADA, VIVIENDA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y261,"EXPOSICIÓN AL HUMO, FUEGO Y LLAMAS, DE INTENCIÓN NO DETERMINADA, INSTITUCIÓN RESIDENCIAL",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y262,"EXPOSICIÓN AL HUMO, FUEGO Y LLAMAS, DE INTENCIÓN NO DETERMINADA, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y263,"EXPOSICIÓN AL HUMO, FUEGO Y LLAMAS, DE INTENCIÓN NO DETERMINADA, ÁREAS DE DEPORTE Y ATLETISMO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y264,"EXPOSICIÓN AL HUMO, FUEGO Y LLAMAS, DE INTENCIÓN NO DETERMINADA, CALLES Y CARRETERAS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y265,"EXPOSICIÓN AL HUMO, FUEGO Y LLAMAS, DE INTENCIÓN NO DETERMINADA, COMERCIO Y ÁREA DE SERVICIOS",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y266,"EXPOSICIÓN AL HUMO, FUEGO Y LLAMAS, DE INTENCIÓN NO DETERMINADA, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y267,"EXPOSICIÓN AL HUMO, FUEGO Y LLAMAS, DE INTENCIÓN NO DETERMINADA, GRANJA",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
Y268,"EXPOSICIÓN AL HUMO, FUEGO Y LLAMAS, DE INTENCIÓN NO DETERMINADA, OTRO LUGAR ESPECIFICADO",XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,
